Series_reference,Period,Data_value,UNITS
BDCQ.SF1JJCT,2020.06,,Dollars
BDCQ.SF1JJCT,2020.09,3817.948,Dollars
BDCQ.SF1JJCT,2020.12,3876.424,Dollars
BDCQ.SF1JJCT,2021.03,3903.867,Dollars
BDCQ.SF1JJCT,2021.06,3941.931,Dollars
BDCQ.SF1LL1CA,2016.06,6792.689,Dollars
BDCQ.SF1LL1CA,2016.09,6352.806,Dollars
BDCQ.SF1LL1CA,2016.12,7496.077,Dollars
BDCQ.SF1LL1CA,2017.03,6480.287,Dollars
BDCQ.SF1LL1CA,2017.06,7125.573,Dollars
BDCQ.SF1LL1CA,2017.09,6531.226,Dollars
BDCQ.SF1LL1CA,2017.12,8050.852,Dollars
BDCQ.SF1LL1CA,2018.03,7031.13,Dollars
BDCQ.SF1LL1CA,2018.06,8043.255,Dollars
BDCQ.SF1LL1CA,2018.09,7672.916,Dollars
BDCQ.SF1LL1CA,2018.12,8219.079,Dollars
BDCQ.SF1LL1CA,2019.03,7411.122,Dollars
BDCQ.SF1LL1CA,2019.06,7680.969,Dollars
BDCQ.SF1LL1CA,2019.09,7895.094,Dollars
BDCQ.SF1LL1CA,2019.12,8476.769,Dollars
BDCQ.SF1LL1CA,2020.03,7785.523,Dollars
BDCQ.SF1LL1CA,2020.06,6844.56,Dollars
BDCQ.SF1LL1CA,2020.09,7716.117,Dollars
BDCQ.SF1LL1CA,2020.12,8908.61,Dollars
BDCQ.SF1LL1CA,2021.03,8420.492,Dollars
BDCQ.SF1LL1CA,2021.06,9153.746,Dollars
BDCQ.SF1LL1CS,2016.06,6745.854,Dollars
BDCQ.SF1LL1CS,2016.09,6618.114,Dollars
BDCQ.SF1LL1CS,2016.12,6890.391,Dollars
BDCQ.SF1LL1CS,2017.03,6851.6,Dollars
BDCQ.SF1LL1CS,2017.06,7066.965,Dollars
BDCQ.SF1LL1CS,2017.09,6821.175,Dollars
BDCQ.SF1LL1CS,2017.12,7412.338,Dollars
BDCQ.SF1LL1CS,2018.03,7409.699,Dollars
BDCQ.SF1LL1CS,2018.06,7970.544,Dollars
BDCQ.SF1LL1CS,2018.09,8029.441,Dollars
BDCQ.SF1LL1CS,2018.12,7579.066,Dollars
BDCQ.SF1LL1CS,2019.03,7797.387,Dollars
BDCQ.SF1LL1CS,2019.06,7593.047,Dollars
BDCQ.SF1LL1CS,2019.09,8269.641,Dollars
BDCQ.SF1LL1CS,2019.12,7843.816,Dollars
BDCQ.SF1LL1CS,2020.03,8183.052,Dollars
BDCQ.SF1LL1CS,2020.06,6738.45,Dollars
BDCQ.SF1LL1CS,2020.09,8082.731,Dollars
BDCQ.SF1LL1CS,2020.12,8286.959,Dollars
BDCQ.SF1LL1CS,2021.03,8837.909,Dollars
BDCQ.SF1LL1CS,2021.06,8981.659,Dollars
BDCQ.SF1LL1CT,2016.06,6848.121,Dollars
BDCQ.SF1LL1CT,2016.09,6687.673,Dollars
BDCQ.SF1LL1CT,2016.12,6795.576,Dollars
BDCQ.SF1LL1CT,2017.03,6884.018,Dollars
BDCQ.SF1LL1CT,2017.06,6947.67,Dollars
BDCQ.SF1LL1CT,2017.09,7031.77,Dollars
BDCQ.SF1LL1CT,2017.12,7247.126,Dollars
BDCQ.SF1LL1CT,2018.03,7587.215,Dollars
BDCQ.SF1LL1CT,2018.06,7845.02,Dollars
BDCQ.SF1LL1CT,2018.09,7891.713,Dollars
BDCQ.SF1LL1CT,2018.12,7771.516,Dollars
BDCQ.SF1LL1CT,2019.03,7698.873,Dollars
BDCQ.SF1LL1CT,2019.06,7791.154,Dollars
BDCQ.SF1LL1CT,2019.09,7936.798,Dollars
BDCQ.SF1LL1CT,2019.12,8050.031,Dollars
BDCQ.SF1LL1CT,2020.03,8117.653,Dollars
BDCQ.SF1LL1CT,2020.06,8112.178,Dollars
BDCQ.SF1LL1CT,2020.09,8193,Dollars
BDCQ.SF1LL1CT,2020.12,8392.241,Dollars
BDCQ.SF1LL1CT,2021.03,8700.075,Dollars
BDCQ.SF1LL1CT,2021.06,8948.375,Dollars
BDCQ.SF1LLCA,2016.06,6792.689,Dollars
BDCQ.SF1LLCA,2016.09,6352.806,Dollars
BDCQ.SF1LLCA,2016.12,7496.077,Dollars
BDCQ.SF1LLCA,2017.03,6480.287,Dollars
BDCQ.SF1LLCA,2017.06,7125.573,Dollars
BDCQ.SF1LLCA,2017.09,6531.226,Dollars
BDCQ.SF1LLCA,2017.12,8050.852,Dollars
BDCQ.SF1LLCA,2018.03,7031.13,Dollars
BDCQ.SF1LLCA,2018.06,8043.255,Dollars
BDCQ.SF1LLCA,2018.09,7672.916,Dollars
BDCQ.SF1LLCA,2018.12,8219.079,Dollars
BDCQ.SF1LLCA,2019.03,7411.122,Dollars
BDCQ.SF1LLCA,2019.06,7680.969,Dollars
BDCQ.SF1LLCA,2019.09,7895.094,Dollars
BDCQ.SF1LLCA,2019.12,8476.769,Dollars
BDCQ.SF1LLCA,2020.03,7785.523,Dollars
BDCQ.SF1LLCA,2020.06,6844.56,Dollars
BDCQ.SF1LLCA,2020.09,7716.117,Dollars
BDCQ.SF1LLCA,2020.12,8908.61,Dollars
BDCQ.SF1LLCA,2021.03,8420.492,Dollars
BDCQ.SF1LLCA,2021.06,9153.746,Dollars
BDCQ.SF1LLCS,2016.06,6745.854,Dollars
BDCQ.SF1LLCS,2016.09,6618.114,Dollars
BDCQ.SF1LLCS,2016.12,6890.391,Dollars
BDCQ.SF1LLCS,2017.03,6851.6,Dollars
BDCQ.SF1LLCS,2017.06,7066.965,Dollars
BDCQ.SF1LLCS,2017.09,6821.175,Dollars
BDCQ.SF1LLCS,2017.12,7412.338,Dollars
BDCQ.SF1LLCS,2018.03,7409.699,Dollars
BDCQ.SF1LLCS,2018.06,7970.544,Dollars
BDCQ.SF1LLCS,2018.09,8029.441,Dollars
BDCQ.SF1LLCS,2018.12,7579.066,Dollars
BDCQ.SF1LLCS,2019.03,7797.387,Dollars
BDCQ.SF1LLCS,2019.06,7593.047,Dollars
BDCQ.SF1LLCS,2019.09,8269.641,Dollars
BDCQ.SF1LLCS,2019.12,7843.816,Dollars
BDCQ.SF1LLCS,2020.03,8183.052,Dollars
BDCQ.SF1LLCS,2020.06,6738.45,Dollars
BDCQ.SF1LLCS,2020.09,8082.731,Dollars
BDCQ.SF1LLCS,2020.12,8286.959,Dollars
BDCQ.SF1LLCS,2021.03,8837.909,Dollars
BDCQ.SF1LLCS,2021.06,8981.659,Dollars
BDCQ.SF1LLCT,2016.06,6848.121,Dollars
BDCQ.SF1LLCT,2016.09,6687.673,Dollars
BDCQ.SF1LLCT,2016.12,6795.576,Dollars
BDCQ.SF1LLCT,2017.03,6884.018,Dollars
BDCQ.SF1LLCT,2017.06,6947.67,Dollars
BDCQ.SF1LLCT,2017.09,7031.77,Dollars
BDCQ.SF1LLCT,2017.12,7247.126,Dollars
BDCQ.SF1LLCT,2018.03,7587.215,Dollars
BDCQ.SF1LLCT,2018.06,7845.02,Dollars
BDCQ.SF1LLCT,2018.09,7891.713,Dollars
BDCQ.SF1LLCT,2018.12,7771.516,Dollars
BDCQ.SF1LLCT,2019.03,7698.873,Dollars
BDCQ.SF1LLCT,2019.06,7791.154,Dollars
BDCQ.SF1LLCT,2019.09,7936.798,Dollars
BDCQ.SF1LLCT,2019.12,8050.031,Dollars
BDCQ.SF1LLCT,2020.03,8117.653,Dollars
BDCQ.SF1LLCT,2020.06,,Dollars
BDCQ.SF1LLCT,2020.09,8193,Dollars
BDCQ.SF1LLCT,2020.12,8392.241,Dollars
BDCQ.SF1LLCT,2021.03,8700.075,Dollars
BDCQ.SF1LLCT,2021.06,8948.375,Dollars
BDCQ.SF1MN1CA,2016.06,8922.96,Dollars
BDCQ.SF1MN1CA,2016.09,8981.226,Dollars
BDCQ.SF1MN1CA,2016.12,8898.923,Dollars
BDCQ.SF1MN1CA,2017.03,8367.531,Dollars
BDCQ.SF1MN1CA,2017.06,9449.473,Dollars
BDCQ.SF1MN1CA,2017.09,9623.008,Dollars
BDCQ.SF1MN1CA,2017.12,9706.324,Dollars
BDCQ.SF1MN1CA,2018.03,9008.065,Dollars
BDCQ.SF1MN1CA,2018.06,10314.332,Dollars
BDCQ.SF1MN1CA,2018.09,10362.386,Dollars
BDCQ.SF1MN1CA,2018.12,10517.105,Dollars
BDCQ.SF1MN1CA,2019.03,9748.995,Dollars
BDCQ.SF1MN1CA,2019.06,10992.6,Dollars
BDCQ.SF1MN1CA,2019.09,11438.635,Dollars
BDCQ.SF1MN1CA,2019.12,11186.733,Dollars
BDCQ.SF1MN1CA,2020.03,10368.379,Dollars
BDCQ.SF1MN1CA,2020.06,10325.661,Dollars
BDCQ.SF1MN1CA,2020.09,11440.003,Dollars
BDCQ.SF1MN1CA,2020.12,11390.721,Dollars
BDCQ.SF1MN1CA,2021.03,10721.159,Dollars
BDCQ.SF1MN1CA,2021.06,12513.83,Dollars
BDCQ.SF1MN1CS,2016.06,8648.98,Dollars
BDCQ.SF1MN1CS,2016.09,8735.719,Dollars
BDCQ.SF1MN1CS,2016.12,8724.889,Dollars
BDCQ.SF1MN1CS,2017.03,9073.053,Dollars
BDCQ.SF1MN1CS,2017.06,9173.864,Dollars
BDCQ.SF1MN1CS,2017.09,9358.901,Dollars
BDCQ.SF1MN1CS,2017.12,9539.822,Dollars
BDCQ.SF1MN1CS,2018.03,9743.39,Dollars
BDCQ.SF1MN1CS,2018.06,10004.513,Dollars
BDCQ.SF1MN1CS,2018.09,10077.317,Dollars
BDCQ.SF1MN1CS,2018.12,10369.835,Dollars
BDCQ.SF1MN1CS,2019.03,10533.285,Dollars
BDCQ.SF1MN1CS,2019.06,10631.283,Dollars
BDCQ.SF1MN1CS,2019.09,11136.367,Dollars
BDCQ.SF1MN1CS,2019.12,11054.659,Dollars
BDCQ.SF1MN1CS,2020.03,11198.24,Dollars
BDCQ.SF1MN1CS,2020.06,9962.344,Dollars
BDCQ.SF1MN1CS,2020.09,11148.182,Dollars
BDCQ.SF1MN1CS,2020.12,11268.44,Dollars
BDCQ.SF1MN1CS,2021.03,11583.116,Dollars
BDCQ.SF1MN1CS,2021.06,12053.875,Dollars
BDCQ.SF1MN1CT,2016.06,8675.744,Dollars
BDCQ.SF1MN1CT,2016.09,8683.514,Dollars
BDCQ.SF1MN1CT,2016.12,8802.935,Dollars
BDCQ.SF1MN1CT,2017.03,9004.184,Dollars
BDCQ.SF1MN1CT,2017.06,9204.697,Dollars
BDCQ.SF1MN1CT,2017.09,9350.449,Dollars
BDCQ.SF1MN1CT,2017.12,9539.224,Dollars
BDCQ.SF1MN1CT,2018.03,9764.007,Dollars
BDCQ.SF1MN1CT,2018.06,9956.499,Dollars
BDCQ.SF1MN1CT,2018.09,10132.888,Dollars
BDCQ.SF1MN1CT,2018.12,10339.555,Dollars
BDCQ.SF1MN1CT,2019.03,10512.123,Dollars
BDCQ.SF1MN1CT,2019.06,10703.504,Dollars
BDCQ.SF1MN1CT,2019.09,10936.233,Dollars
BDCQ.SF1MN1CT,2019.12,11110.413,Dollars
BDCQ.SF1MN1CT,2020.03,11155.178,Dollars
BDCQ.SF1MN1CT,2020.06,,Dollars
BDCQ.SF1MN1CT,2020.09,11144.62,Dollars
BDCQ.SF1MN1CT,2020.12,11277.518,Dollars
BDCQ.SF1MN1CT,2021.03,11624.429,Dollars
BDCQ.SF1MN1CT,2021.06,11966.916,Dollars
BDCQ.SF1MN2CA,2016.06,4110.343,Dollars
BDCQ.SF1MN2CA,2016.09,3983.202,Dollars
BDCQ.SF1MN2CA,2016.12,3819.844,Dollars
BDCQ.SF1MN2CA,2017.03,3712.874,Dollars
BDCQ.SF1MN2CA,2017.06,4326.216,Dollars
BDCQ.SF1MN2CA,2017.09,4161.829,Dollars
BDCQ.SF1MN2CA,2017.12,4204.047,Dollars
BDCQ.SF1MN2CA,2018.03,4122.543,Dollars
BDCQ.SF1MN2CA,2018.06,4957,Dollars
BDCQ.SF1MN2CA,2018.09,4548.408,Dollars
BDCQ.SF1MN2CA,2018.12,4444.511,Dollars
BDCQ.SF1MN2CA,2019.03,4284.569,Dollars
BDCQ.SF1MN2CA,2019.06,4741.07,Dollars
BDCQ.SF1MN2CA,2019.09,4701.596,Dollars
BDCQ.SF1MN2CA,2019.12,4640.222,Dollars
BDCQ.SF1MN2CA,2020.03,4098.939,Dollars
BDCQ.SF1MN2CA,2020.06,3359.765,Dollars
BDCQ.SF1MN2CA,2020.09,3598.883,Dollars
BDCQ.SF1MN2CA,2020.12,3477.116,Dollars
BDCQ.SF1MN2CA,2021.03,3243.002,Dollars
BDCQ.SF1MN2CA,2021.06,4450.635,Dollars
BDCQ.SF1MN2CS,2016.06,3850.02,Dollars
BDCQ.SF1MN2CS,2016.09,3976.973,Dollars
BDCQ.SF1MN2CS,2016.12,3857.955,Dollars
BDCQ.SF1MN2CS,2017.03,3940.004,Dollars
BDCQ.SF1MN2CS,2017.06,4061.03,Dollars
BDCQ.SF1MN2CS,2017.09,4156.382,Dollars
BDCQ.SF1MN2CS,2017.12,4241.738,Dollars
BDCQ.SF1MN2CS,2018.03,4369.11,Dollars
BDCQ.SF1MN2CS,2018.06,4661.284,Dollars
BDCQ.SF1MN2CS,2018.09,4543.431,Dollars
BDCQ.SF1MN2CS,2018.12,4479.816,Dollars
BDCQ.SF1MN2CS,2019.03,4537.721,Dollars
BDCQ.SF1MN2CS,2019.06,4463.252,Dollars
BDCQ.SF1MN2CS,2019.09,4697.738,Dollars
BDCQ.SF1MN2CS,2019.12,4673.78,Dollars
BDCQ.SF1MN2CS,2020.03,4339.21,Dollars
BDCQ.SF1MN2CS,2020.06,3163.552,Dollars
BDCQ.SF1MN2CS,2020.09,3600.493,Dollars
BDCQ.SF1MN2CS,2020.12,3498.683,Dollars
BDCQ.SF1MN2CS,2021.03,3430.539,Dollars
BDCQ.SF1MN2CS,2021.06,4192.566,Dollars
BDCQ.SF1MN2CT,2016.06,3895.244,Dollars
BDCQ.SF1MN2CT,2016.09,3898.225,Dollars
BDCQ.SF1MN2CT,2016.12,3895.32,Dollars
BDCQ.SF1MN2CT,2017.03,3934.69,Dollars
BDCQ.SF1MN2CT,2017.06,4055.132,Dollars
BDCQ.SF1MN2CT,2017.09,4153.714,Dollars
BDCQ.SF1MN2CT,2017.12,4238.171,Dollars
BDCQ.SF1MN2CT,2018.03,4413.816,Dollars
BDCQ.SF1MN2CT,2018.06,4572.572,Dollars
BDCQ.SF1MN2CT,2018.09,4566.062,Dollars
BDCQ.SF1MN2CT,2018.12,4499.697,Dollars
BDCQ.SF1MN2CT,2019.03,4507.997,Dollars
BDCQ.SF1MN2CT,2019.06,4577.936,Dollars
BDCQ.SF1MN2CT,2019.09,4681.23,Dollars
BDCQ.SF1MN2CT,2019.12,4647.715,Dollars
BDCQ.SF1MN2CT,2020.03,4343.512,Dollars
BDCQ.SF1MN2CT,2020.06,,Dollars
BDCQ.SF1MN2CT,2020.09,3623.915,Dollars
BDCQ.SF1MN2CT,2020.12,3485.942,Dollars
BDCQ.SF1MN2CT,2021.03,3429.826,Dollars
BDCQ.SF1MN2CT,2021.06,,Dollars
BDCQ.SF1MNCA,2016.06,13047.16,Dollars
BDCQ.SF1MNCA,2016.09,12972.527,Dollars
BDCQ.SF1MNCA,2016.12,12725.845,Dollars
BDCQ.SF1MNCA,2017.03,12091.179,Dollars
BDCQ.SF1MNCA,2017.06,13788.058,Dollars
BDCQ.SF1MNCA,2017.09,13772.667,Dollars
BDCQ.SF1MNCA,2017.12,13909.267,Dollars
BDCQ.SF1MNCA,2018.03,13128.303,Dollars
BDCQ.SF1MNCA,2018.06,15268.804,Dollars
BDCQ.SF1MNCA,2018.09,14908.758,Dollars
BDCQ.SF1MNCA,2018.12,14959.931,Dollars
BDCQ.SF1MNCA,2019.03,14039.008,Dollars
BDCQ.SF1MNCA,2019.06,15738.897,Dollars
BDCQ.SF1MNCA,2019.09,16148.297,Dollars
BDCQ.SF1MNCA,2019.12,15832.453,Dollars
BDCQ.SF1MNCA,2020.03,14473.174,Dollars
BDCQ.SF1MNCA,2020.06,13685.426,Dollars
BDCQ.SF1MNCA,2020.09,15038.886,Dollars
BDCQ.SF1MNCA,2020.12,14867.837,Dollars
BDCQ.SF1MNCA,2021.03,13964.161,Dollars
BDCQ.SF1MNCA,2021.06,16964.465,Dollars
BDCQ.SF1MNCS,2016.06,12513.904,Dollars
BDCQ.SF1MNCS,2016.09,12673.672,Dollars
BDCQ.SF1MNCS,2016.12,12586.653,Dollars
BDCQ.SF1MNCS,2017.03,13041.717,Dollars
BDCQ.SF1MNCS,2017.06,13252.836,Dollars
BDCQ.SF1MNCS,2017.09,13457.393,Dollars
BDCQ.SF1MNCS,2017.12,13777.118,Dollars
BDCQ.SF1MNCS,2018.03,14170.729,Dollars
BDCQ.SF1MNCS,2018.06,14703.014,Dollars
BDCQ.SF1MNCS,2018.09,14532.912,Dollars
BDCQ.SF1MNCS,2018.12,14827.585,Dollars
BDCQ.SF1MNCS,2019.03,15163.382,Dollars
BDCQ.SF1MNCS,2019.06,15139.875,Dollars
BDCQ.SF1MNCS,2019.09,15719.567,Dollars
BDCQ.SF1MNCS,2019.12,15682.944,Dollars
BDCQ.SF1MNCS,2020.03,15650.42,Dollars
BDCQ.SF1MNCS,2020.06,13173.504,Dollars
BDCQ.SF1MNCS,2020.09,14633.085,Dollars
BDCQ.SF1MNCS,2020.12,14720.838,Dollars
BDCQ.SF1MNCS,2021.03,15129.679,Dollars
BDCQ.SF1MNCS,2021.06,16333.883,Dollars
BDCQ.SF1MNCT,2016.06,12578.273,Dollars
BDCQ.SF1MNCT,2016.09,12576.4,Dollars
BDCQ.SF1MNCT,2016.12,12702.293,Dollars
BDCQ.SF1MNCT,2017.03,12966.571,Dollars
BDCQ.SF1MNCT,2017.06,13261.328,Dollars
BDCQ.SF1MNCT,2017.09,13469.362,Dollars
BDCQ.SF1MNCT,2017.12,13771.63,Dollars
BDCQ.SF1MNCT,2018.03,14228.038,Dollars
BDCQ.SF1MNCT,2018.06,14538.026,Dollars
BDCQ.SF1MNCT,2018.09,14640.516,Dollars
BDCQ.SF1MNCT,2018.12,14828.181,Dollars
BDCQ.SF1MNCT,2019.03,15063.307,Dollars
BDCQ.SF1MNCT,2019.06,15300.093,Dollars
BDCQ.SF1MNCT,2019.09,15584.467,Dollars
BDCQ.SF1MNCT,2019.12,15723.279,Dollars
BDCQ.SF1MNCT,2020.03,15668.262,Dollars
BDCQ.SF1MNCT,2020.06,,Dollars
BDCQ.SF1MNCT,2020.09,,Dollars
BDCQ.SF1MNCT,2020.12,,Dollars
BDCQ.SF1MNCT,2021.03,15733.016,Dollars
BDCQ.SF1MNCT,2021.06,15944.95,Dollars
BDCQ.SF1PP1CA,2016.06,608.795,Dollars
BDCQ.SF1PP1CA,2016.09,615.288,Dollars
BDCQ.SF1PP1CA,2016.12,712.469,Dollars
BDCQ.SF1PP1CA,2017.03,682.043,Dollars
BDCQ.SF1PP1CA,2017.06,588.859,Dollars
BDCQ.SF1PP1CA,2017.09,664.329,Dollars
BDCQ.SF1PP1CA,2017.12,710.807,Dollars
BDCQ.SF1PP1CA,2018.03,746.61,Dollars
BDCQ.SF1PP1CA,2018.06,643.4,Dollars
BDCQ.SF1PP1CA,2018.09,734.115,Dollars
BDCQ.SF1PP1CA,2018.12,735.413,Dollars
BDCQ.SF1PP1CA,2019.03,770.617,Dollars
BDCQ.SF1PP1CA,2019.06,651.267,Dollars
BDCQ.SF1PP1CA,2019.09,803.775,Dollars
BDCQ.SF1PP1CA,2019.12,860.289,Dollars
BDCQ.SF1PP1CA,2020.03,889.277,Dollars
BDCQ.SF1PP1CA,2020.06,589.656,Dollars
BDCQ.SF1PP1CA,2020.09,733.89,Dollars
BDCQ.SF1PP1CA,2020.12,779.956,Dollars
BDCQ.SF1PP1CA,2021.03,917.319,Dollars
BDCQ.SF1PP1CA,2021.06,708.535,Dollars
BDCQ.SF1PP1CS,2016.06,709.872,Dollars
BDCQ.SF1PP1CS,2016.09,613.32,Dollars
BDCQ.SF1PP1CS,2016.12,677.7,Dollars
BDCQ.SF1PP1CS,2017.03,631.026,Dollars
BDCQ.SF1PP1CS,2017.06,679.162,Dollars
BDCQ.SF1PP1CS,2017.09,661.614,Dollars
BDCQ.SF1PP1CS,2017.12,678.122,Dollars
BDCQ.SF1PP1CS,2018.03,693.979,Dollars
BDCQ.SF1PP1CS,2018.06,736.675,Dollars
BDCQ.SF1PP1CS,2018.09,729.758,Dollars
BDCQ.SF1PP1CS,2018.12,705.354,Dollars
BDCQ.SF1PP1CS,2019.03,715.399,Dollars
BDCQ.SF1PP1CS,2019.06,745.794,Dollars
BDCQ.SF1PP1CS,2019.09,794.926,Dollars
BDCQ.SF1PP1CS,2019.12,831.659,Dollars
BDCQ.SF1PP1CS,2020.03,820.685,Dollars
BDCQ.SF1PP1CS,2020.06,678.643,Dollars
BDCQ.SF1PP1CS,2020.09,722.653,Dollars
BDCQ.SF1PP1CS,2020.12,758.162,Dollars
BDCQ.SF1PP1CS,2021.03,841.719,Dollars
BDCQ.SF1PP1CS,2021.06,819.529,Dollars
BDCQ.SF1PP1CT,2016.06,698.349,Dollars
BDCQ.SF1PP1CT,2016.09,673.343,Dollars
BDCQ.SF1PP1CT,2016.12,653.933,Dollars
BDCQ.SF1PP1CT,2017.03,655.096,Dollars
BDCQ.SF1PP1CT,2017.06,660.054,Dollars
BDCQ.SF1PP1CT,2017.09,671.486,Dollars
BDCQ.SF1PP1CT,2017.12,673.555,Dollars
BDCQ.SF1PP1CT,2018.03,701.611,Dollars
BDCQ.SF1PP1CT,2018.06,728.702,Dollars
BDCQ.SF1PP1CT,2018.09,728.303,Dollars
BDCQ.SF1PP1CT,2018.12,710.203,Dollars
BDCQ.SF1PP1CT,2019.03,714.482,Dollars
BDCQ.SF1PP1CT,2019.06,747.962,Dollars
BDCQ.SF1PP1CT,2019.09,795.232,Dollars
BDCQ.SF1PP1CT,2019.12,826.898,Dollars
BDCQ.SF1PP1CT,2020.03,819.099,Dollars
BDCQ.SF1PP1CT,2020.06,,Dollars
BDCQ.SF1PP1CT,2020.09,,Dollars
BDCQ.SF1PP1CT,2020.12,786.739,Dollars
BDCQ.SF1PP1CT,2021.03,806.824,Dollars
BDCQ.SF1PP1CT,2021.06,824.398,Dollars
BDCQ.SF1PPCA,2016.06,608.795,Dollars
BDCQ.SF1PPCA,2016.09,615.288,Dollars
BDCQ.SF1PPCA,2016.12,712.469,Dollars
BDCQ.SF1PPCA,2017.03,682.043,Dollars
BDCQ.SF1PPCA,2017.06,588.859,Dollars
BDCQ.SF1PPCA,2017.09,664.329,Dollars
BDCQ.SF1PPCA,2017.12,710.807,Dollars
BDCQ.SF1PPCA,2018.03,746.61,Dollars
BDCQ.SF1PPCA,2018.06,643.4,Dollars
BDCQ.SF1PPCA,2018.09,734.115,Dollars
BDCQ.SF1PPCA,2018.12,735.413,Dollars
BDCQ.SF1PPCA,2019.03,770.617,Dollars
BDCQ.SF1PPCA,2019.06,651.267,Dollars
BDCQ.SF1PPCA,2019.09,803.775,Dollars
BDCQ.SF1PPCA,2019.12,860.289,Dollars
BDCQ.SF1PPCA,2020.03,889.277,Dollars
BDCQ.SF1PPCA,2020.06,589.656,Dollars
BDCQ.SF1PPCA,2020.09,733.89,Dollars
BDCQ.SF1PPCA,2020.12,779.956,Dollars
BDCQ.SF1PPCA,2021.03,917.319,Dollars
BDCQ.SF1PPCA,2021.06,708.535,Dollars
BDCQ.SF1PPCS,2016.06,709.872,Dollars
BDCQ.SF1PPCS,2016.09,613.32,Dollars
BDCQ.SF1PPCS,2016.12,677.7,Dollars
BDCQ.SF1PPCS,2017.03,631.026,Dollars
BDCQ.SF1PPCS,2017.06,679.162,Dollars
BDCQ.SF1PPCS,2017.09,661.614,Dollars
BDCQ.SF1PPCS,2017.12,678.122,Dollars
BDCQ.SF1PPCS,2018.03,693.979,Dollars
BDCQ.SF1PPCS,2018.06,736.675,Dollars
BDCQ.SF1PPCS,2018.09,729.758,Dollars
BDCQ.SF1PPCS,2018.12,705.354,Dollars
BDCQ.SF1PPCS,2019.03,715.399,Dollars
BDCQ.SF1PPCS,2019.06,745.794,Dollars
BDCQ.SF1PPCS,2019.09,794.926,Dollars
BDCQ.SF1PPCS,2019.12,831.659,Dollars
BDCQ.SF1PPCS,2020.03,820.685,Dollars
BDCQ.SF1PPCS,2020.06,678.643,Dollars
BDCQ.SF1PPCS,2020.09,722.653,Dollars
BDCQ.SF1PPCS,2020.12,758.162,Dollars
BDCQ.SF1PPCS,2021.03,841.719,Dollars
BDCQ.SF1PPCS,2021.06,819.529,Dollars
BDCQ.SF1PPCT,2016.06,698.349,Dollars
BDCQ.SF1PPCT,2016.09,673.343,Dollars
BDCQ.SF1PPCT,2016.12,653.933,Dollars
BDCQ.SF1PPCT,2017.03,655.096,Dollars
BDCQ.SF1PPCT,2017.06,660.054,Dollars
BDCQ.SF1PPCT,2017.09,671.486,Dollars
BDCQ.SF1PPCT,2017.12,673.555,Dollars
BDCQ.SF1PPCT,2018.03,701.611,Dollars
BDCQ.SF1PPCT,2018.06,728.702,Dollars
BDCQ.SF1PPCT,2018.09,728.303,Dollars
BDCQ.SF1PPCT,2018.12,710.203,Dollars
BDCQ.SF1PPCT,2019.03,714.482,Dollars
BDCQ.SF1PPCT,2019.06,747.962,Dollars
BDCQ.SF1PPCT,2019.09,795.232,Dollars
BDCQ.SF1PPCT,2019.12,826.898,Dollars
BDCQ.SF1PPCT,2020.03,819.099,Dollars
BDCQ.SF1PPCT,2020.06,,Dollars
BDCQ.SF1PPCT,2020.09,,Dollars
BDCQ.SF1PPCT,2020.12,786.739,Dollars
BDCQ.SF1PPCT,2021.03,806.824,Dollars
BDCQ.SF1PPCT,2021.06,824.398,Dollars
BDCQ.SF1QQ1CA,2016.06,3214.579,Dollars
BDCQ.SF1QQ1CA,2016.09,3268.826,Dollars
BDCQ.SF1QQ1CA,2016.12,3286.048,Dollars
BDCQ.SF1QQ1CA,2017.03,3201.629,Dollars
BDCQ.SF1QQ1CA,2017.06,3284.048,Dollars
BDCQ.SF1QQ1CA,2017.09,3377.596,Dollars
BDCQ.SF1QQ1CA,2017.12,3423.368,Dollars
BDCQ.SF1QQ1CA,2018.03,3371.821,Dollars
BDCQ.SF1QQ1CA,2018.06,3510.303,Dollars
BDCQ.SF1QQ1CA,2018.09,3730.534,Dollars
BDCQ.SF1QQ1CA,2018.12,3756.251,Dollars
BDCQ.SF1QQ1CA,2019.03,3650.845,Dollars
BDCQ.SF1QQ1CA,2019.06,3822.281,Dollars
BDCQ.SF1QQ1CA,2019.09,4088.925,Dollars
BDCQ.SF1QQ1CA,2019.12,4154.182,Dollars
BDCQ.SF1QQ1CA,2020.03,3982.186,Dollars
BDCQ.SF1QQ1CA,2020.06,3938.737,Dollars
BDCQ.SF1QQ1CA,2020.09,4773.693,Dollars
BDCQ.SF1QQ1CA,2020.12,4562.15,Dollars
BDCQ.SF1QQ1CA,2021.03,4376.313,Dollars
BDCQ.SF1QQ1CA,2021.06,4597.635,Dollars
BDCQ.SF1QQ1CS,2016.06,3246.21,Dollars
BDCQ.SF1QQ1CS,2016.09,3216.588,Dollars
BDCQ.SF1QQ1CS,2016.12,3229.229,Dollars
BDCQ.SF1QQ1CS,2017.03,3283.602,Dollars
BDCQ.SF1QQ1CS,2017.06,3316.429,Dollars
BDCQ.SF1QQ1CS,2017.09,3314.673,Dollars
BDCQ.SF1QQ1CS,2017.12,3366.285,Dollars
BDCQ.SF1QQ1CS,2018.03,3466.16,Dollars
BDCQ.SF1QQ1CS,2018.06,3551.3,Dollars
BDCQ.SF1QQ1CS,2018.09,3645.685,Dollars
